"x","y","z","type"
-79.7139167839797,-9.34949073032337,51,"Spp_1"
-79.8612578703367,-9.30373532643605,51,"Spp_1"
-79.8653022738217,-9.63034678067964,51,"Spp_1"
-80.2102366059991,-9.30397712405409,51,"Spp_1"
-79.6052063075786,-9.18085867520967,51,"Spp_1"
-79.6957917402445,-9.44773054161803,51,"Spp_1"
-79.5002055724299,-9.22986373063798,51,"Spp_1"
-79.9424209136971,-9.39794497545447,51,"Spp_1"
-80.3072667771815,-9.59339897123009,51,"Spp_1"
-79.5471477035579,-9.52269894020272,52,"Spp_1"
-79.8806913659445,-9.20555393958576,52,"Spp_1"
-79.8838529342018,-9.43783011923156,52,"Spp_1"
-79.8886538440302,-9.18774971746104,52,"Spp_1"
-79.5027857537667,-8.91458794675257,52,"Spp_1"
-79.6013467012928,-9.30378744969797,52,"Spp_1"
-79.7593435682134,-9.50742652246469,52,"Spp_1"
-79.8861886045532,-9.60398469291265,52,"Spp_1"
-79.7886015939581,-9.95968093822049,52,"Spp_1"
-79.57579629631,-9.5297716352279,52,"Spp_1"
-79.6247025921592,-9.90441011182276,53,"Spp_1"
-79.4971861509253,-9.47837573773953,53,"Spp_1"
-79.4231794443062,-9.34429947749477,53,"Spp_1"
-79.5636142800215,-9.86648504137561,53,"Spp_1"
-79.5349853196611,-9.59604531292174,53,"Spp_1"
-79.23165439376,-9.62915555214479,53,"Spp_1"
-79.7307090301147,-9.8595847012386,53,"Spp_1"
-79.4659180079659,-9.6413134190173,53,"Spp_1"
-79.4094629888599,-9.60655452832473,53,"Spp_1"
-79.709314167675,-9.71522348836613,53,"Spp_1"
-79.2476316493026,-9.67672851390298,54,"Spp_1"
-79.7517937419672,-9.97439927252377,54,"Spp_1"
-79.0162770637694,-10.2609750575458,54,"Spp_1"
-79.2118326572544,-9.68847583325324,54,"Spp_1"
-79.3558520185189,-9.87832283616306,54,"Spp_1"
-79.1772610877287,-9.44118723725651,54,"Spp_1"
-79.016566903985,-9.63823900134678,54,"Spp_1"
-78.9365505780109,-9.65334765632996,54,"Spp_1"
-79.1403996237042,-9.68826968427727,54,"Spp_1"
-79.2065921294103,-9.5439110251578,54,"Spp_1"
-79.5643249494742,-9.52760337400151,55,"Spp_1"
-78.833587057508,-9.97413611116407,55,"Spp_1"
-78.7573176001463,-10.0735251515752,55,"Spp_1"
-79.0446667872995,-9.65506239657387,55,"Spp_1"
-79.243041221247,-10.0142068635015,55,"Spp_1"
-78.8032482767923,-9.62719128128026,55,"Spp_1"
-79.36389440278,-9.79383765814507,55,"Spp_1"
-79.4394333992064,-9.84906301152447,55,"Spp_1"
-79.5031445972201,-9.60579282927704,55,"Spp_1"
-79.2236483152396,-9.92604480269911,55,"Spp_1"
-79.0517123344822,-10.2428988210106,56,"Spp_1"
-78.9845280875433,-9.99996013419996,56,"Spp_1"
-79.6881087047458,-9.99132798094655,56,"Spp_1"
-79.2055096990283,-10.1761622598225,56,"Spp_1"
-79.0406918676273,-9.88953533769964,56,"Spp_1"
-79.4562090509661,-9.90606162566834,56,"Spp_1"
-79.216710650987,-10.2572697165075,56,"Spp_1"
-78.8616122970164,-10.0157882964857,56,"Spp_1"
-79.249199392633,-10.2800551078204,56,"Spp_1"
-78.9618031258586,-9.71559107944863,56,"Spp_1"
-78.8020209433434,-9.94646261204879,57,"Spp_1"
-78.6981640924661,-10.2275924882289,57,"Spp_1"
-78.8655168165226,-10.1530097318567,57,"Spp_1"
-79.4901251349212,-10.1445851016817,57,"Spp_1"
-78.6433459775585,-10.1661423263334,57,"Spp_1"
-79.3036282080406,-9.97349994046828,57,"Spp_1"
-79.319830523193,-10.2727191018415,57,"Spp_1"
-78.9566602484111,-10.4510204424082,57,"Spp_1"
-79.448638325455,-10.5123386316577,57,"Spp_1"
-78.7714116404874,-10.233199739619,57,"Spp_1"
-79.104725679828,-10.7081792785663,58,"Spp_1"
-78.7826604890632,-10.3173696483853,58,"Spp_1"
-78.420402899387,-10.4857918964983,58,"Spp_1"
-78.7672270305645,-10.5333880622136,58,"Spp_1"
-79.0354292349531,-11.016733401358,58,"Spp_1"
-78.9971716876701,-10.1525133116955,58,"Spp_1"
-78.4124392665503,-9.68854810869857,58,"Spp_1"
-78.5877851906101,-10.5240247659435,58,"Spp_1"
-78.8653757380474,-10.5854615556255,58,"Spp_1"
-78.2892091849133,-10.8541795833949,58,"Spp_1"
-79.0805357128649,-10.5591634020835,59,"Spp_1"
-78.7567121358252,-10.6424962311503,59,"Spp_1"
-78.3207831351183,-10.5520558826175,59,"Spp_1"
-78.6311866809458,-10.7889031958913,59,"Spp_1"
-78.6513407387773,-10.6627309331855,59,"Spp_1"
-78.5117960993097,-11.0921699639531,59,"Spp_1"
-78.6981638631234,-10.818895764575,59,"Spp_1"
-78.4810027528495,-10.8355815316855,59,"Spp_1"
-78.3286743226542,-10.9329172642573,59,"Spp_1"
-78.292842569794,-10.9552188810723,59,"Spp_1"
-78.3274295944919,-11.0265616153922,60,"Spp_1"
-78.6091813472566,-11.2840626989599,60,"Spp_1"
-78.271591132837,-11.2320849558389,60,"Spp_1"
-78.4731759844597,-11.1100832356186,60,"Spp_1"
-78.6560530452975,-11.0664359077518,60,"Spp_1"
-78.1736136969657,-10.6336781235761,60,"Spp_1"
-78.0656576164588,-10.9951107297472,60,"Spp_1"
-78.179357475799,-11.0342808689244,60,"Spp_1"
-78.5671899497292,-11.1443432708194,60,"Spp_1"
-78.0855167873481,-11.3195146782085,60,"Spp_1"
-78.1635193094799,-11.3704959974824,61,"Spp_1"
-78.6902628002199,-11.4720910741995,61,"Spp_1"
-78.4593740272286,-11.2359096063948,61,"Spp_1"
-78.3581199548399,-11.5125408861375,61,"Spp_1"
-78.7866316820455,-11.3526387531099,61,"Spp_1"
-78.1802547639696,-11.2048275184077,61,"Spp_1"
-78.597262607717,-11.5753353601839,61,"Spp_1"
-78.7858415547851,-11.7228696756596,61,"Spp_1"
-78.3870316863128,-11.4871835275483,61,"Spp_1"
-78.4683751999284,-11.2665457637636,61,"Spp_1"
-78.205144206196,-11.5618235382289,62,"Spp_1"
-78.1375239177758,-11.9903112875762,62,"Spp_1"
-78.3446836829703,-11.7087372992453,62,"Spp_1"
-78.3021071237901,-11.8493718603359,62,"Spp_1"
-78.1981038470685,-11.3755646148565,62,"Spp_1"
-77.9176063402175,-11.4334274443462,62,"Spp_1"
-78.7391421613454,-11.7982130284743,62,"Spp_1"
-78.2625263007153,-11.7600408859955,62,"Spp_1"
-78.3709809783479,-11.7794623795035,62,"Spp_1"
-78.1998562895711,-11.5739158775119,62,"Spp_1"
-78.2866490966773,-11.5422181980078,63,"Spp_1"
-78.1461424490296,-11.6972026253474,63,"Spp_1"
-78.1786387190566,-12.1267671066963,63,"Spp_1"
-78.3265214594165,-12.0833085834262,63,"Spp_1"
-78.320873690366,-12.0338254700142,63,"Spp_1"
-78.1478134615784,-11.9946631371176,63,"Spp_1"
-77.9624253346222,-11.8275414672869,63,"Spp_1"
-78.3646568387449,-11.6443609490738,63,"Spp_1"
-78.4612174079319,-11.5233206053847,63,"Spp_1"
-78.4910559741242,-11.9722370165341,63,"Spp_1"
-78.2866576403642,-12.0254730564817,64,"Spp_1"
-77.9774990259802,-11.9240108868261,64,"Spp_1"
-78.2027541397308,-11.8068183995375,64,"Spp_1"
-78.138349080794,-11.9483326058953,64,"Spp_1"
-78.072838433135,-12.4992282453738,64,"Spp_1"
-78.1726800725286,-12.1910830816797,64,"Spp_1"
-77.7252647796177,-12.4930636011485,64,"Spp_1"
-78.2241279348309,-11.88972228882,64,"Spp_1"
-77.8087367709231,-12.508565637776,64,"Spp_1"
-78.1286547973693,-12.1885866447885,64,"Spp_1"
-77.7789513089469,-12.5755224783283,65,"Spp_1"
-77.6770953930608,-12.2533136733015,65,"Spp_1"
-77.9516196647634,-11.8037435099484,65,"Spp_1"
-78.5610348482835,-12.0333263964116,65,"Spp_1"
-78.1638547558719,-12.7013976274198,65,"Spp_1"
-78.4529600294027,-12.5978521159447,65,"Spp_1"
-78.0156566129812,-12.2561652818476,65,"Spp_1"
-77.428447540754,-12.5557746934212,65,"Spp_1"
-78.4305110759858,-12.4623931378311,65,"Spp_1"
-77.5848732689309,-12.4720766044406,65,"Spp_1"
-77.479323680887,-12.4009642288909,66,"Spp_1"
-77.9496094370576,-12.5905152608765,66,"Spp_1"
-77.8508419458624,-12.5612664062953,66,"Spp_1"
-78.0965897261809,-12.5480158300694,66,"Spp_1"
-77.8932340233654,-12.8308120592211,66,"Spp_1"
-77.6107181697851,-12.9794860342397,66,"Spp_1"
-78.4001836580325,-12.7263855620305,66,"Spp_1"
-78.2049276112306,-12.7536876724147,66,"Spp_1"
-78.3059217012052,-12.4337354731812,66,"Spp_1"
-78.1881902700003,-12.6654727789714,66,"Spp_1"
-77.941830793974,-12.9975272902983,67,"Spp_1"
-78.0865163817335,-12.9697385258889,67,"Spp_1"
-78.1699645797655,-13.1475926362391,67,"Spp_1"
-77.8515231798541,-12.531949924716,67,"Spp_1"
-78.0007204873511,-12.6663555204484,67,"Spp_1"
-77.7406062898692,-12.8631960296285,67,"Spp_1"
-78.2792740217436,-12.9155704019572,67,"Spp_1"
-77.9615152998295,-13.0429051248395,67,"Spp_1"
-78.0693774964963,-13.0098871594462,67,"Spp_1"
-78.0235006965204,-12.6281304415376,67,"Spp_1"
-78.0383429787191,-12.7867492236017,68,"Spp_1"
-77.9630618790067,-12.9297935229964,68,"Spp_1"
-77.8105151929746,-12.9372536375986,68,"Spp_1"
-77.5480953682323,-13.2535921361708,68,"Spp_1"
-77.8705848379179,-13.4527684802124,68,"Spp_1"
-78.3294480111795,-13.4590153361094,68,"Spp_1"
-78.2869101940101,-13.5719830019259,68,"Spp_1"
-77.6801277700366,-13.3242240958934,68,"Spp_1"
-78.1699512009418,-13.0756565678006,68,"Spp_1"
-78.0169661872026,-12.6851242428551,68,"Spp_1"
-78.184654631025,-13.8395977206333,69,"Spp_1"
-78.1790772131579,-12.9193981553118,69,"Spp_1"
-78.5900935414246,-12.9117987194163,69,"Spp_1"
-78.1254014537154,-13.3064200623373,69,"Spp_1"
-77.7134471905753,-12.945397033981,69,"Spp_1"
-78.3938071881952,-13.1826519514947,69,"Spp_1"
-78.3950440121798,-13.4416265626514,69,"Spp_1"
-77.9788600161586,-13.3778785794145,69,"Spp_1"
-78.0878356783132,-12.9279590064382,69,"Spp_1"
-77.5201485152714,-13.5015680786702,69,"Spp_1"
-78.0332838165182,-13.9210852378871,70,"Spp_1"
-77.998793870931,-13.4227246892197,70,"Spp_1"
-78.6087909819671,-13.6926210927158,70,"Spp_1"
-77.9445430382588,-13.7661015684263,70,"Spp_1"
-77.839113252519,-14.0680244638535,70,"Spp_1"
-78.4444752011095,-14.0386390821825,70,"Spp_1"
-78.0788251390641,-13.4420120381116,70,"Spp_1"
-78.1396745205584,-13.6141643075384,70,"Spp_1"
-77.7750506909769,-14.0314135474573,70,"Spp_1"
-77.7059499678361,-13.9664602525445,70,"Spp_1"
-77.5911460517078,-13.8097116521299,71,"Spp_1"
-77.799086374376,-13.5875086121649,71,"Spp_1"
-77.5176341391304,-13.8016776798466,71,"Spp_1"
-78.560024917935,-13.3762290020051,71,"Spp_1"
-77.7365749212591,-13.7432861212713,71,"Spp_1"
-77.8697623963844,-13.7333156725173,71,"Spp_1"
-78.0647789747438,-14.2222840554642,71,"Spp_1"
-77.3715176304056,-14.0980212400254,71,"Spp_1"
-77.925028518536,-14.1597197580982,71,"Spp_1"
-78.0610170542832,-13.977065956432,71,"Spp_1"
-77.8224585364063,-14.1716357752507,72,"Spp_1"
-77.5740631890346,-14.1809035669934,72,"Spp_1"
-77.9553680540492,-13.7591054038623,72,"Spp_1"
-77.6432682219828,-13.7850860595697,72,"Spp_1"
-77.9761457971218,-14.1125644571359,72,"Spp_1"
-78.2935367071962,-13.6456989181924,72,"Spp_1"
-78.0848229214068,-13.9604655419303,72,"Spp_1"
-78.8424052272273,-14.2261241825404,72,"Spp_1"
-77.3515732054454,-13.9347895831793,72,"Spp_1"
-78.2988259536196,-14.0963372527467,72,"Spp_1"
-78.3873199467312,-14.4112695340174,73,"Spp_1"
-78.3156038129201,-14.4694904723551,73,"Spp_1"
-77.9737139259237,-13.8826923232146,73,"Spp_1"
-77.8393775167638,-14.2508874548705,73,"Spp_1"
-77.6962049564251,-14.2007128528623,73,"Spp_1"
-78.0428840711208,-14.217857326036,73,"Spp_1"
-78.0910972321355,-14.4770331332066,73,"Spp_1"
-77.7852235428134,-14.034063996937,73,"Spp_1"
-78.3223782572584,-13.9169265302164,73,"Spp_1"
-78.0161103240892,-14.4001007360446,73,"Spp_1"
-78.6086510625611,-14.0882263939114,74,"Spp_1"
-78.3532768693372,-14.4284709456482,74,"Spp_1"
-78.1477823832825,-14.2189759331659,74,"Spp_1"
-77.7106582326677,-14.2952062029309,74,"Spp_1"
-78.2102946723747,-14.4566332764793,74,"Spp_1"
-78.0980169014351,-14.4535009332173,74,"Spp_1"
-77.7743932444934,-14.3491679939669,74,"Spp_1"
-78.228356007134,-14.7031954708894,74,"Spp_1"
-78.5838143309094,-14.3275245023458,74,"Spp_1"
-78.0884164665465,-14.2506755572372,74,"Spp_1"
-78.1158277804017,-14.278756938189,75,"Spp_1"
-78.0680260306935,-14.842029274802,75,"Spp_1"
-77.8679432049895,-15.1250322020686,75,"Spp_1"
-78.2116574275537,-15.153019969827,75,"Spp_1"
-77.68445317891,-14.6079776401108,75,"Spp_1"
-78.3846737088038,-15.0704891675545,75,"Spp_1"
-78.0246877416609,-14.5102132576545,75,"Spp_1"
-78.2764293937246,-14.4134751410571,75,"Spp_1"
-77.9249373174895,-14.7747383192526,75,"Spp_1"
-77.9766631030028,-14.7633962542074,75,"Spp_1"
-78.4238575092259,-14.8032001709043,76,"Spp_1"
-78.5347135959298,-14.7339432758524,76,"Spp_1"
-78.3136847017146,-14.6217738572477,76,"Spp_1"
-77.54061231184,-15.0844431561052,76,"Spp_1"
-78.5657197532657,-15.0822905423378,76,"Spp_1"
-77.6625024622339,-14.8708785212202,76,"Spp_1"
-78.3175937340937,-14.8476299702833,76,"Spp_1"
-78.2810440983876,-14.8107754006054,76,"Spp_1"
-77.8859392086114,-14.7034849325537,76,"Spp_1"
-78.0584128384304,-14.6150726000649,76,"Spp_1"
-78.1063756689834,-15.0754576805672,77,"Spp_1"
-78.2963850826858,-14.6469009404363,77,"Spp_1"
-78.4092443746,-15.1450737742316,77,"Spp_1"
-78.232069027217,-15.2881852998131,77,"Spp_1"
-78.5158837239579,-15.0408020996383,77,"Spp_1"
-78.6686097788782,-14.6083366643455,77,"Spp_1"
-78.1595935408841,-15.0530803821201,77,"Spp_1"
-77.7579434419248,-15.1812404943882,77,"Spp_1"
-78.0151117184749,-15.2108143866318,77,"Spp_1"
-78.5322789296734,-15.1419489678656,77,"Spp_1"
-78.3713010426363,-14.8939908823316,78,"Spp_1"
-78.2067073350374,-15.4120125978509,78,"Spp_1"
-78.0642716253882,-15.4339352334613,78,"Spp_1"
-78.1520813112027,-15.3033237441205,78,"Spp_1"
-78.4389826129993,-15.3525035558344,78,"Spp_1"
-78.2103264848623,-14.9657485507053,78,"Spp_1"
-78.3101686995613,-15.4721356731139,78,"Spp_1"
-78.5168166805779,-14.9081607435117,78,"Spp_1"
-78.5365325763273,-15.3230990759262,78,"Spp_1"
-78.9385847871796,-14.8868910421547,78,"Spp_1"
-78.7855724045914,-15.5300518658452,79,"Spp_1"
-78.5722679214,-15.4523786514012,79,"Spp_1"
-78.1209669217088,-15.6866305430624,79,"Spp_1"
-78.1610328748526,-15.7271358951966,79,"Spp_1"
-78.5888000448816,-15.5037330154541,79,"Spp_1"
-78.0246786326557,-15.7291269553803,79,"Spp_1"
-78.5033977245162,-15.4279046308554,79,"Spp_1"
-78.1379821026659,-15.6000364807135,79,"Spp_1"
-78.487532729731,-15.487305077235,79,"Spp_1"
-78.3364274907015,-15.1958082943077,79,"Spp_1"
-78.1595666747332,-15.5749471762227,80,"Spp_1"
-78.4488168504448,-15.3161225836289,80,"Spp_1"
-78.7401003750991,-15.7667031005968,80,"Spp_1"
-78.5338863653142,-15.4822562681126,80,"Spp_1"
-78.3185109686182,-16.1382136444195,80,"Spp_1"
-78.314002680602,-15.898032557618,80,"Spp_1"
-78.3982800351642,-15.323506826188,80,"Spp_1"
-78.7566459815861,-15.3848649878322,80,"Spp_1"
-78.5495592437325,-15.6212456055952,80,"Spp_1"
-78.7329024538396,-15.5535317769194,80,"Spp_1"
-78.302446643319,-16.275899388722,81,"Spp_1"
-78.6278772194933,-16.0355134644763,81,"Spp_1"
-78.7580953442709,-15.4305165247369,81,"Spp_1"
-78.3698166693408,-15.6047796789798,81,"Spp_1"
-78.882016344947,-16.2845418396743,81,"Spp_1"
-78.6320047047735,-15.5317973062532,81,"Spp_1"
-78.7137311391515,-15.8766408312027,81,"Spp_1"
-78.6279165660017,-15.623312935686,81,"Spp_1"
-78.5927764917989,-15.8494279577447,81,"Spp_1"
-79.3240537298889,-16.359154835767,81,"Spp_1"
-78.2198915031157,-16.1008149807989,82,"Spp_1"
-78.6682968502974,-15.6331588052624,82,"Spp_1"
-78.6552581490566,-15.7045975396814,82,"Spp_1"
-78.7570243880617,-15.8940094136527,82,"Spp_1"
-79.2857614434831,-15.6129264892317,82,"Spp_1"
-78.5658900963374,-16.1666685672719,82,"Spp_1"
-78.5622205634213,-16.162607988933,82,"Spp_1"
-79.5455332198381,-16.3113314979869,82,"Spp_1"
-78.5671979690923,-16.5496654429791,82,"Spp_1"
-78.6018648068872,-16.4861554691243,82,"Spp_1"
-78.8811159092156,-15.9306957811331,83,"Spp_1"
-78.8918350801965,-16.1570917056877,83,"Spp_1"
-78.9892454930478,-16.6716281512812,83,"Spp_1"
-78.7468960799742,-16.4454481151715,83,"Spp_1"
-78.8531308945166,-16.6131535670897,83,"Spp_1"
-79.0029518182055,-16.584278752978,83,"Spp_1"
-78.9956901967157,-16.3434920404493,83,"Spp_1"
-79.1090406622823,-16.1436409707701,83,"Spp_1"
-79.7064363558657,-16.3268184853522,83,"Spp_1"
-78.6649000447207,-16.1287943413127,83,"Spp_1"
-79.1627934615645,-16.6837792972531,84,"Spp_1"
-79.1767438702144,-16.7984584954939,84,"Spp_1"
-79.1291171793761,-16.4654063950282,84,"Spp_1"
-79.5701968218004,-16.5145333168167,84,"Spp_1"
-79.2615023357036,-16.4148348893644,84,"Spp_1"
-79.4744084478597,-16.1322367932995,84,"Spp_1"
-78.9542402628068,-16.2456686576694,84,"Spp_1"
-79.0457136424005,-16.0250621160016,84,"Spp_1"
-79.4228975579358,-16.3050601630916,84,"Spp_1"
-79.0289824325668,-16.2300773508761,84,"Spp_1"
-79.1114404828894,-16.1891716304113,85,"Spp_1"
-79.0888270968452,-16.7212744941146,85,"Spp_1"
-79.0104814983143,-16.7089644510322,85,"Spp_1"
-79.3212260218867,-16.5406190053803,85,"Spp_1"
-79.3430366176088,-16.8592963547572,85,"Spp_1"
-79.2537432253381,-16.5932279569713,85,"Spp_1"
-79.2616040951202,-17.2160979886624,85,"Spp_1"
-79.4780321034004,-16.4818295496085,85,"Spp_1"
-79.2767584870793,-16.469440884007,85,"Spp_1"
-79.1780856743751,-16.7342258159209,85,"Spp_1"
-79.8713492268205,-16.8941403971688,86,"Spp_1"
-79.3300148375741,-16.9595241423413,86,"Spp_1"
-79.6082848168652,-16.8040364294385,86,"Spp_1"
-79.4183792321712,-16.8428223968728,86,"Spp_1"
-79.7458349555005,-17.1591744407478,86,"Spp_1"
-79.6096712720656,-16.9388808107109,86,"Spp_1"
-79.5126305708548,-16.4067204528091,86,"Spp_1"
-79.2971588814038,-17.7503783119945,86,"Spp_1"
-79.7576152438118,-16.9231652980862,86,"Spp_1"
-79.1200911027353,-17.4147871027873,86,"Spp_1"
-79.7855281942141,-17.2884682879531,87,"Spp_1"
-79.8374262216506,-17.6095862736852,87,"Spp_1"
-79.7864342895543,-17.0959024755576,87,"Spp_1"
-79.7258609075899,-17.0193162710421,87,"Spp_1"
-79.3660266347745,-17.4733992168603,87,"Spp_1"
-80.2607555184552,-17.4662280764869,87,"Spp_1"
-80.2163541740114,-17.4340143617258,87,"Spp_1"
-79.8093222800188,-17.7405148376234,87,"Spp_1"
-80.0653300213886,-17.4138290930396,87,"Spp_1"
-80.087724536946,-17.2867513691607,87,"Spp_1"
-80.180900737875,-17.5429669544037,88,"Spp_1"
-80.1306979996041,-17.3130517077132,88,"Spp_1"
-79.8751280431367,-17.1660831822303,88,"Spp_1"
-80.1270999491919,-17.5706693603787,88,"Spp_1"
-79.684978734613,-17.307559012204,88,"Spp_1"
-80.1961604441534,-18.1670351356056,88,"Spp_1"
-79.9950138060832,-17.3397845757416,88,"Spp_1"
-79.9758085726068,-17.8303843619481,88,"Spp_1"
-80.0318753180851,-17.5135935198173,88,"Spp_1"
-79.90571719437,-17.6654259538213,88,"Spp_1"
-80.0670105074314,-17.5985987293586,89,"Spp_1"
-80.1901067965893,-17.6819377310734,89,"Spp_1"
-79.8379695203705,-17.9159096522836,89,"Spp_1"
-79.6746235507989,-17.785018983319,89,"Spp_1"
-80.4221816090717,-17.6939897873207,89,"Spp_1"
-80.2831300361347,-18.007987265791,89,"Spp_1"
-79.8020077290866,-17.8891988637358,89,"Spp_1"
-80.0824342183051,-18.2908488754949,89,"Spp_1"
-80.0890712933028,-18.1877740385933,89,"Spp_1"
-80.0634290310333,-17.9975515080009,89,"Spp_1"
-80.5476828725964,-18.2738080940432,90,"Spp_1"
-80.6289554426879,-18.0968594345494,90,"Spp_1"
-80.457737791693,-18.2555765913635,90,"Spp_1"
-80.3433408156192,-18.1682212019314,90,"Spp_1"
-80.1622310782015,-17.6243477538415,90,"Spp_1"
-80.5403400220236,-18.2554900579025,90,"Spp_1"
-80.2880098301555,-17.4558243787582,90,"Spp_1"
-80.3923499623314,-18.2008614888645,90,"Spp_1"
-79.5784844225185,-17.6505305934319,90,"Spp_1"
-80.5236401581074,-17.8653498621706,90,"Spp_1"
-80.6261782054535,-18.0262847679536,91,"Spp_1"
-80.4250885759816,-18.3968388147596,91,"Spp_1"
-80.9494905221524,-18.4922822338359,91,"Spp_1"
-80.3223650749361,-18.4695203845922,91,"Spp_1"
-80.3635393170105,-18.5927452828977,91,"Spp_1"
-80.3828448252981,-18.5496000201558,91,"Spp_1"
-80.4739198074704,-18.2180651482796,91,"Spp_1"
-80.6472678196075,-18.4919140287964,91,"Spp_1"
-80.2781223828345,-18.056973669448,91,"Spp_1"
-80.0865462439807,-18.6442528910089,91,"Spp_1"
-80.1990022918976,-18.0355827085604,92,"Spp_1"
-80.280687046682,-18.5413260049929,92,"Spp_1"
-80.1214852663818,-18.6791606698182,92,"Spp_1"
-80.1983485042494,-18.529894200947,92,"Spp_1"
-80.5123932614478,-18.627752379373,92,"Spp_1"
-80.1531422048836,-18.5015782379202,92,"Spp_1"
-80.3308028169901,-18.6053837698581,92,"Spp_1"
-81.0150933720223,-18.3113777302591,92,"Spp_1"
-80.3978148306818,-18.5342856374157,92,"Spp_1"
-81.0715182515108,-18.7033672416199,92,"Spp_1"
-80.3345795074272,-19.406760615632,93,"Spp_1"
-80.840722895099,-18.6522349429498,93,"Spp_1"
-80.0424793223823,-18.7833852405716,93,"Spp_1"
-80.0293982723417,-18.1649267716121,93,"Spp_1"
-80.5164833609306,-18.599445173826,93,"Spp_1"
-80.0948767248903,-18.3673984996113,93,"Spp_1"
-80.614086858663,-19.0547493431321,93,"Spp_1"
-80.2092091421716,-18.4504772885694,93,"Spp_1"
-80.059758891336,-19.2519663452052,93,"Spp_1"
-80.8235267270644,-18.4547022630362,93,"Spp_1"
-80.6256928990842,-19.0245075772491,94,"Spp_1"
-80.7592170886115,-19.0528664724782,94,"Spp_1"
-80.3637040602321,-18.6939072090593,94,"Spp_1"
-80.1892343019351,-18.5618877066675,94,"Spp_1"
-80.1802079376016,-18.7248282048159,94,"Spp_1"
-80.4985929761558,-18.8735052453687,94,"Spp_1"
-80.6637441043341,-19.3175471928307,94,"Spp_1"
-80.6135617997708,-19.1286489391461,94,"Spp_1"
-80.8086025832025,-18.7608815257652,94,"Spp_1"
-80.7036560468099,-19.0857378060626,94,"Spp_1"
-80.7251100056879,-19.3357686353783,95,"Spp_1"
-80.8523566295322,-18.8838655727409,95,"Spp_1"
-80.9191845077173,-19.6867053919129,95,"Spp_1"
-80.6557719787164,-19.3121241873506,95,"Spp_1"
-80.6678695295359,-18.9775504341908,95,"Spp_1"
-80.7207186795479,-19.15419604065,95,"Spp_1"
-80.7045554578672,-19.2833880670504,95,"Spp_1"
-80.9061979084161,-19.1003405259241,95,"Spp_1"
-80.5773606748664,-19.2309904555798,95,"Spp_1"
-80.5474066357428,-19.1364545677368,95,"Spp_1"
-80.7371949800521,-19.3124077712785,96,"Spp_1"
-80.7977550742294,-19.9153415941717,96,"Spp_1"
-81.0740481039948,-19.3390737129786,96,"Spp_1"
-80.7078023862167,-19.3022656997902,96,"Spp_1"
-80.9087789221816,-19.4382542022103,96,"Spp_1"
-80.641415579131,-19.1282466312074,96,"Spp_1"
-80.5983489758033,-19.161517233596,96,"Spp_1"
-80.5224628099444,-19.2818406236918,96,"Spp_1"
-80.8807824465492,-19.3472069308637,96,"Spp_1"
-80.8701653512713,-19.2835017092598,96,"Spp_1"
-80.689040830272,-19.4258896263773,97,"Spp_1"
-81.2765545357712,-19.1524783651075,97,"Spp_1"
-81.0750993171229,-19.0071200732363,97,"Spp_1"
-80.9646265874898,-19.2582993302468,97,"Spp_1"
-81.2172672486617,-19.2045182923847,97,"Spp_1"
-80.9808376721636,-19.2451206713388,97,"Spp_1"
-80.5862344593786,-19.5342983314092,97,"Spp_1"
-81.1122405998685,-19.2721023383588,97,"Spp_1"
-80.8833866349356,-19.6830973883828,97,"Spp_1"
-80.302336365279,-19.4332492573166,97,"Spp_1"
-80.8522326080913,-19.5441875568266,98,"Spp_1"
-81.1788448117047,-19.5252183400581,98,"Spp_1"
-80.6617492655866,-19.110375693928,98,"Spp_1"
-80.8993854429315,-19.147786674819,98,"Spp_1"
-80.8987249805633,-19.0469992275518,98,"Spp_1"
-80.8630540499198,-19.7246894736305,98,"Spp_1"
-80.7550992833336,-19.4992947023695,98,"Spp_1"
-80.6755844689728,-19.2627097593709,98,"Spp_1"
-81.4454874595288,-19.2084364563885,98,"Spp_1"
-80.5860007877319,-19.8761571124747,98,"Spp_1"
-81.0894272293729,-19.8400015272057,99,"Spp_1"
-80.8182703867624,-19.3911944835074,99,"Spp_1"
-81.1892871386019,-20.0564859606696,99,"Spp_1"
-81.1449472460721,-19.2645427940949,99,"Spp_1"
-80.9671905173454,-19.9558621765934,99,"Spp_1"
-81.010431179392,-19.521503961968,99,"Spp_1"
-81.0117897151065,-19.9339007824918,99,"Spp_1"
-81.2815716315054,-19.6585856749751,99,"Spp_1"
-80.5892321708914,-19.8468091337306,99,"Spp_1"
-81.068343318418,-19.5814541291116,99,"Spp_1"
-81.1283676528152,-20.1290923237499,100,"Spp_1"
-80.5092761646425,-20.1524865734015,100,"Spp_1"
-81.2964179459451,-19.978755012656,100,"Spp_1"
-81.0523066449884,-20.0228170372864,100,"Spp_1"
-81.641220185472,-19.878486045859,100,"Spp_1"
-81.3106716167721,-20.0918360788121,100,"Spp_1"
-80.7114314790843,-19.9523398657396,100,"Spp_1"
-81.0878442803107,-20.440892995348,100,"Spp_1"
-80.9632172118997,-19.9671456506397,100,"Spp_1"
-80.9388617854347,-19.8691334084077,100,"Spp_1"
-81.7915919392085,-2.32349210396451,1,"Spp_2"
-81.343774910943,-2.15353879424235,1,"Spp_2"
-81.8447952031896,-2.09708082326846,1,"Spp_2"
-82.0395742821162,-1.79284362880031,1,"Spp_2"
